0,308000.0
653179,306000.0
169520,296333.3333333333
1020252,292333.3333333333
692221,287333.3333333333
653202,285666.6666666667
657330,280333.3333333333
646284,274666.6666666667
642716,272333.3333333333
616606,268000.0
614535,263666.6666666667
583283,260000.0
548136,255333.33333333334
133064,241000.0
622275,237000.0
360601,235000.0
490215,231000.0
480676,216333.33333333334
461027,205333.33333333334
400881,199333.33333333334
397197,195000.0
402109,191666.66666666666
374074,187333.33333333334
392074,178333.33333333334
157945,163333.33333333334
547521,161333.33333333334
327412,160333.33333333334
332219,149333.33333333334
308958,145333.33333333334
303745,135333.33333333334
291695,131000.0
280348,126333.33333333333
279865,124000.0
281098,121666.66666666667
266990,111666.66666666667
61048,112000.0
420920,109333.33333333333
204248,101666.66666666667
248689,98666.66666666667
193724,91000.0
196568,83333.33333333333
183350,82000.0
181004,75333.33333333333
157409,68666.66666666667
143343,66333.33333333333
146643,65333.33333333333
0,69666.66666666667
275517,68666.66666666667
144306,63666.666666666664
134150,61000.0
134509,58666.666666666664
120904,57666.666666666664
121022,54333.333333333336
122032,53333.333333333336
122338,52000.0
105571,45333.333333333336
97728,47000.0
0,55666.666666666664
214804,53000.0
107144,53000.0
110642,51333.333333333336
105937,48000.0
97625,53666.666666666664
109025,51333.333333333336
110054,50000.0
93311,52333.333333333336
103936,50000.0
85338,50666.666666666664
0,53333.333333333336
180921,51000.0
98994,49666.666666666664
82502,55333.333333333336
96535,46000.0
84594,40000.0
72794,41333.333333333336
72106,43000.0
72865,44666.666666666664
73644,46666.666666666664
83288,48000.0
23800,51000.0
24299,52333.333333333336
95653,60000.0
93058,59666.666666666664
82061,60333.333333333336
84140,52333.333333333336
60135,49666.666666666664
60073,49666.666666666664
59956,47666.666666666664
48220,53333.333333333336
59925,53333.333333333336
60900,52666.666666666664
63256,50000.0
59004,50666.666666666664
60900,47666.666666666664
61472,42333.333333333336
48426,48000.0
47755,42666.666666666664
49017,43000.0
48720,49333.333333333336
47639,55000.0
47731,53333.333333333336
36043,53666.666666666664
36501,62666.666666666664
59725,62333.333333333336
59056,64666.66666666667
45525,64666.66666666667
35694,65000.0
49520,74666.66666666667
60661,76333.33333333333
47930,77666.66666666667
47780,77000.0
48912,75333.33333333333
48846,76333.33333333333
48984,85333.33333333333
60360,83666.66666666667
45986,84666.66666666667
36338,86000.0
21815,77333.33333333333
12103,74333.33333333333
0,83666.66666666667
12164,86000.0
12084,85666.66666666667
465,87666.66666666667
0,92000.0
0,96333.33333333333
0,99333.33333333333
0,107666.66666666667
0,113666.66666666667
154987,104333.33333333333
166749,96666.66666666667
157637,94000.0
145511,90000.0
146227,75333.33333333333
144100,70333.33333333333
129087,67333.33333333333
168695,57333.333333333336
36043,59333.333333333336
23729,62000.0
35522,65000.0
154005,55000.0
157792,53000.0
135239,44000.0
133586,35666.666666666664
105253,29000.0
83728,28666.666666666668
59654,26333.333333333332
60771,27000.0
60393,24666.666666666668
48671,29000.0
472,38666.666666666664
0,41333.333333333336
85003,37000.0
85428,44333.333333333336
164532,40333.333333333336
83695,40000.0
71387,43000.0
81147,37666.666666666664
