2,32752544.791372888,300000,-109.1751493045763
2,84884.9709529694,252000,-0.0010600045855605849
2,8994.667662691549,228000,1.9080080198136573
2,135945.41237719497,180000,-0.6143528248238348
2,52017.9481059768,132000,-0.06781366334641312
2,26153.497135889604,180000,17.2893175074184
2,7637.81742815042,132000,1.495065648330902
2,87349.33266508418,84000,-0.0012053725175066009
2,33998.97866854567,36000,830.7142857142857
2,20264.82112443904,36000,-0.9994840928632847
2,17972.163665778302,36000,-0.9966735489791236
2,39005.259121967385,36000,1.0082863390493728
2,34844.926225378964,36000,-0.9228969295742495
2,24903.006739105687,36000,1.0056273576154846
2,19074.51221813768,36000,1.071762390849834
2,14018.915728956752,36000,-0.999885248723392
2,31164.869424321318,36000,-0.8587823492282091
2,26553.7575406677,36000,1.1650407590538554
2,17671.352083157777,36000,1.0006882312456986
2,14775.265138667683,36000,1.0022925263640532
2,36697.6778173067,36000,-0.8709972552607502
