111549006,72011494,173212702,356773203.2789272
9094,10336,10407,29837.94756233908
7384,13476,29391,50251.96068880064
47496,34215,24428,106140.33142127338
17876,14017,17906,49800.070279473875
11190,8708,12419,32317.99403093605
6388,5175,6449,18012.20707243285
16913,21637,26393,64943.651776114944
12680,17761,22890,53332.41300638976
7513,9977,16102,33594.34912905081
6595,9205,11820,27620.946164575027
3739,3742,5018,12499.479056945307
15300,24165,63432,102898.49867662921
13881,20186,23960,58028.38887092945
8285,11854,13067,33208.15657872587
6630,7933,9194,23758.346592702143
2571,2574,3833,8980.054347804124
33479,40342,55356,129177.92550642687
11192,12414,17282,40889.39032689467
7757,7763,16779,32300.70944832495
4954,3773,6211,14938.69542676866
18655,21095,60866,100617.82233719254
14179,18017,25739,57936.70855562105
8630,12368,18457,39456.48533968651
6521,7672,12732,26926.57213208184
3584,15405,30827,49817.72328504971
29426,28153,44818,102397.94966609686
12359,13600,25920,51879.6452458649
7729,9009,21788,38527.16743573755
5149,5148,12743,23040.68162678489
10027,19989,46121,76138.80724658078
11245,14952,38564,64762.23144423833
7752,11596,31982,51331.337897135236
5126,7671,24205,37003.70570653731
2404,2451,10693,15550.360513076168
7074,9395,48902,65371.98843484558
6090,7302,33937,47330.7395102181
2700,5340,31820,39860.693436566544
2495,2497,16910,21903.563037450127
6189,7365,57321,70876.0751959403
7517,5044,45846,58407.58274497317
5094,3823,34043,42961.90171721867
2653,2656,24796,30106.62193526572
96,2539,12300,14937.687927855544
49,10032,114944,125026.430393226
47,6041,36088,42177.75946263451
102,4033,31138,35274.4801673889
1286,3764,14899,19951.390828273165
49,1302,3848,5201.165794189933
7836,19436,100767,128040.91660814888
2481,6132,34171,42785.35225698984
50,3829,25255,29135.528021021884
102,3993,15601,19698.81367043932
48,1282,4996,6328.729223896326
1301,20100,100110,121513.65987381138
4010,7931,44540,56482.563827759746
1212,4704,24485,30403.030173542385
1341,3921,14306,19569.088236502146
102,1388,3907,5398.086779625441
11575,23019,100517,135111.93282116664
6238,6238,38566,51043.430969998044
2601,2540,24505,29648.136161672748
1147,1172,6800,9120.346832249703
7505,19993,112267,139767.13511476904
101,1324,51041,52467.283749684604
48,12392,29672,42113.51641820206
50,2655,17982,20688.752223737913
100,50,5086,5236.64900168825
1248,15686,109918,126854.48654050709
1326,5012,36880,43219.061357629704
